로트번호,설비,작업조,원자재공급사,용접전류,용접속도,예열온도,판두께,작업시간,습도,품질판정
LOT00619,3호기,C조,가공업체,169.9,34.91,118.6,5.32,42.2,45.0,불량
LOT00620,1호기,A조,가공업체,193.8,45.26,144.2,5.71,34.9,38.2,양품
LOT00621,4호기,B조,가공업체,195.0,36.96,136.5,9.07,37.0,39.6,불량
LOT00622,1호기,C조,가공업체,160.2,38.3,133.9,6.59,35.3,33.1,양품
LOT00623,4호기,A조,다공업체,185.3,44.02,145.6,6.23,38.3,24.6,양품
LOT00624,4호기,A조,가공업체,165.8,43.79,156.3,7.38,26.7,51.6,불량
LOT00625,2호기,B조,나공업체,194.5,44.27,165.8,5.96,43.0,74.5,양품
LOT00626,3호기,C조,다공업체,205.4,37.55,150.7,5.78,39.6,55.1,양품
LOT00627,2호기,B조,나공업체,176.4,38.69,147.1,6.65,50.3,51.1,양품
LOT00628,2호기,A조,가공업체,179.4,39.2,120.4,6.22,30.3,69.6,양품
LOT00629,1호기,A조,다공업체,174.4,52.78,176.8,6.65,30.8,65.7,불량
LOT00630,3호기,B조,가공업체,162.8,44.66,146.5,7.21,38.6,79.6,양품
LOT00631,2호기,A조,가공업체,166.2,42.65,122.7,5.98,50.4,77.4,양품
LOT00632,1호기,A조,나공업체,187.0,38.0,171.9,5.41,41.5,47.7,양품
LOT00633,1호기,B조,다공업체,172.9,35.36,162.0,7.5,35.1,38.4,양품
LOT00634,2호기,C조,가공업체,171.4,43.54,147.9,7.09,41.9,59.5,양품
LOT00635,3호기,B조,다공업체,203.8,50.48,132.6,5.85,37.2,32.3,양품
LOT00636,1호기,A조,가공업체,195.4,43.48,154.2,5.7,23.0,62.4,양품
LOT00637,2호기,A조,가공업체,170.7,44.74,130.2,5.99,39.0,53.6,양품
LOT00638,2호기,C조,가공업체,192.2,44.71,153.7,5.97,39.4,26.2,양품
LOT00639,1호기,B조,가공업체,209.6,47.72,156.9,6.17,33.8,49.4,불량
LOT00640,2호기,C조,가공업체,155.8,40.92,159.6,5.41,34.4,57.7,양품
LOT00641,3호기,B조,가공업체,173.2,36.29,157.2,7.4,49.0,27.4,양품
LOT00642,1호기,A조,가공업체,159.3,46.08,144.7,6.88,32.4,60.9,양품
LOT00643,1호기,C조,가공업체,189.1,46.38,176.3,5.18,33.7,54.5,양품
LOT00644,1호기,A조,다공업체,206.4,34.29,135.2,6.32,31.2,78.7,양품
LOT00645,1호기,A조,가공업체,208.5,38.54,136.7,6.81,33.4,64.3,불량
LOT00646,1호기,C조,가공업체,192.7,47.22,144.1,5.89,35.9,73.7,양품
LOT00647,1호기,B조,다공업체,196.8,39.83,151.4,7.0,39.5,60.0,양품
LOT00648,1호기,B조,가공업체,198.8,39.92,148.3,6.35,50.1,63.7,불량
LOT00649,4호기,A조,나공업체,183.1,35.25,116.1,5.6,55.7,40.4,불량
LOT00650,4호기,B조,다공업체,170.5,34.69,150.3,6.92,46.0,67.2,양품
LOT00651,4호기,A조,가공업체,191.7,43.72,131.0,7.28,33.0,46.3,양품
LOT00652,1호기,C조,가공업체,170.6,36.14,154.5,5.36,37.2,55.4,양품
LOT00653,2호기,B조,가공업체,163.5,42.06,142.9,6.02,42.8,72.3,양품
LOT00654,2호기,C조,가공업체,183.1,47.15,145.2,6.04,29.7,76.4,양품
LOT00655,3호기,C조,가공업체,215.5,42.9,142.3,6.3,31.1,49.6,양품
LOT00656,1호기,C조,다공업체,201.7,48.31,168.7,3.44,39.7,53.4,불량
LOT00657,4호기,B조,가공업체,168.5,45.27,165.2,5.3,44.5,82.4,양품
LOT00658,2호기,A조,가공업체,192.7,54.86,127.6,5.02,52.5,59.2,양품
LOT00659,3호기,A조,다공업체,190.2,39.55,153.0,6.16,36.8,56.6,양품
LOT00660,3호기,A조,가공업체,194.2,30.85,144.6,5.99,28.7,49.0,불량
LOT00661,1호기,A조,가공업체,161.3,37.47,147.2,5.35,43.4,69.0,불량
LOT00662,4호기,C조,나공업체,185.2,46.23,,5.25,41.7,59.0,양품
LOT00663,2호기,B조,가공업체,187.7,51.25,173.2,5.63,35.3,53.9,양품
LOT00664,2호기,A조,가공업체,202.8,45.5,172.3,7.29,29.4,52.3,양품
LOT00665,4호기,C조,나공업체,205.5,43.12,110.9,5.63,23.4,74.1,불량
LOT00666,1호기,A조,다공업체,178.2,41.02,139.2,5.63,32.5,53.5,양품
LOT00667,2호기,A조,가공업체,176.4,49.41,168.9,5.33,30.7,58.4,양품
LOT00668,2호기,A조,다공업체,169.3,39.45,158.7,5.67,46.2,51.5,양품
LOT00669,3호기,B조,나공업체,157.3,43.49,147.7,6.51,32.5,54.9,양품
LOT00670,1호기,C조,다공업체,177.6,44.01,157.5,5.96,26.7,62.4,불량
LOT00671,2호기,B조,가공업체,191.2,45.77,146.3,6.24,40.0,52.9,양품
LOT00672,3호기,C조,다공업체,166.8,43.1,168.2,7.4,27.3,63.5,불량
LOT00673,4호기,B조,나공업체,198.7,46.07,131.4,5.25,31.2,62.7,불량
LOT00674,4호기,B조,가공업체,172.5,40.94,130.5,5.71,29.5,60.7,양품
LOT00675,1호기,C조,가공업체,176.0,38.2,138.6,5.21,20.9,63.4,양품
LOT00676,1호기,A조,가공업체,189.1,41.57,162.8,4.33,28.9,68.6,양품
LOT00677,2호기,B조,가공업체,168.6,54.57,162.2,7.19,34.4,61.0,불량
LOT00678,1호기,C조,나공업체,190.2,47.29,134.6,6.87,22.8,43.9,양품
LOT00679,2호기,B조,가공업체,193.7,43.08,170.5,7.77,40.7,55.3,양품
LOT00680,3호기,C조,나공업체,178.3,48.06,123.0,7.42,41.8,48.5,양품
LOT00681,4호기,C조,나공업체,188.9,44.39,173.8,6.52,32.5,57.3,불량
LOT00682,1호기,B조,가공업체,184.4,36.73,140.7,6.9,51.4,54.2,불량
LOT00683,1호기,C조,다공업체,189.0,47.76,,6.69,48.3,66.8,양품
LOT00684,4호기,A조,가공업체,151.7,39.93,132.4,7.45,40.1,69.1,불량
LOT00685,4호기,B조,가공업체,196.4,34.98,134.2,4.72,43.4,70.9,불량
LOT00686,3호기,A조,가공업체,208.6,46.12,139.4,5.82,35.6,62.6,양품
LOT00687,1호기,A조,가공업체,181.7,32.97,141.0,5.96,38.0,42.4,양품
LOT00688,1호기,C조,가공업체,179.3,38.64,159.6,6.27,25.0,60.8,양품
LOT00689,2호기,C조,가공업체,211.6,41.99,176.1,7.87,54.7,81.5,양품
LOT00690,1호기,C조,가공업체,162.9,43.09,171.0,5.23,26.2,52.0,양품
LOT00691,3호기,A조,가공업체,196.0,42.96,178.8,7.01,28.6,46.1,양품
LOT00692,1호기,C조,가공업체,173.9,36.77,121.3,5.23,58.7,50.1,불량
LOT00693,3호기,C조,나공업체,195.2,43.09,160.1,6.06,45.9,61.5,양품
LOT00694,1호기,B조,가공업체,163.4,48.76,107.4,4.47,42.4,31.6,불량
LOT00695,1호기,A조,가공업체,174.9,45.34,137.0,6.53,49.2,37.1,양품
LOT00696,1호기,A조,가공업체,190.4,33.65,129.6,6.12,31.1,40.9,양품
LOT00697,1호기,A조,가공업체,176.6,36.81,131.6,5.41,43.3,55.9,양품
LOT00698,2호기,B조,가공업체,177.6,46.19,182.4,5.87,28.6,57.5,불량
LOT00699,1호기,C조,가공업체,188.6,41.01,154.8,7.07,20.7,53.5,양품
LOT00700,1호기,C조,가공업체,209.2,43.4,,5.26,37.5,55.4,양품
LOT00701,2호기,A조,나공업체,181.0,44.86,115.2,7.94,36.1,65.9,불량
LOT00702,4호기,B조,나공업체,195.7,51.43,149.8,4.75,43.9,47.6,양품
LOT00703,2호기,B조,가공업체,193.5,34.01,149.5,6.09,34.9,58.2,양품
LOT00704,1호기,C조,다공업체,184.9,33.37,164.2,4.87,31.2,23.3,양품
LOT00705,1호기,B조,가공업체,175.4,45.28,138.3,6.87,42.6,55.0,불량
LOT00706,1호기,A조,가공업체,168.1,48.12,162.6,7.52,17.0,31.0,양품
LOT00707,2호기,B조,나공업체,178.1,48.9,136.3,5.92,43.5,46.7,양품
LOT00708,2호기,A조,나공업체,177.7,34.11,149.1,5.2,44.7,78.7,양품
LOT00709,4호기,C조,가공업체,172.6,40.44,149.2,6.41,48.0,61.7,양품
LOT00710,4호기,A조,가공업체,168.5,42.36,151.3,6.29,40.5,54.4,불량
LOT00711,2호기,A조,다공업체,193.5,47.51,145.5,6.43,33.7,82.5,불량
LOT00712,2호기,B조,다공업체,152.7,37.98,141.7,6.23,55.8,44.9,양품
LOT00713,3호기,A조,나공업체,155.3,41.29,147.6,5.35,42.3,71.7,불량
LOT00714,2호기,A조,가공업체,193.5,41.43,190.0,6.3,51.9,60.9,양품
LOT00715,1호기,B조,가공업체,194.3,36.35,145.8,6.2,27.6,45.0,양품
LOT00716,1호기,B조,다공업체,175.7,41.8,160.1,7.06,34.8,55.2,양품
LOT00717,4호기,C조,가공업체,172.3,33.81,159.5,4.9,34.2,58.2,불량
LOT00718,2호기,A조,다공업체,185.3,38.73,147.4,7.59,56.4,46.1,양품
LOT00719,1호기,A조,나공업체,184.5,44.49,146.3,6.37,41.1,63.9,양품
LOT00720,3호기,B조,가공업체,183.1,40.09,147.5,6.7,37.0,73.1,양품
LOT00721,4호기,C조,다공업체,210.8,39.3,155.2,5.62,40.0,51.5,불량
LOT00722,1호기,C조,다공업체,176.3,35.1,121.6,7.24,40.5,67.5,양품
LOT00723,2호기,A조,나공업체,193.8,38.97,151.1,4.91,49.2,63.0,불량
LOT00724,2호기,A조,다공업체,193.3,42.42,161.3,5.66,31.3,69.7,불량
LOT00725,3호기,B조,가공업체,198.2,42.44,132.2,5.7,38.3,54.7,양품
LOT00726,2호기,A조,가공업체,200.7,45.3,146.0,6.64,47.6,65.9,양품
LOT00727,4호기,A조,가공업체,200.6,49.72,147.8,5.28,36.2,64.6,불량
LOT00728,1호기,C조,나공업체,176.1,42.17,137.1,6.62,41.8,68.5,양품
LOT00729,3호기,A조,가공업체,191.6,47.8,154.6,5.03,34.5,55.6,양품
LOT00730,3호기,B조,가공업체,176.5,48.92,135.4,6.93,34.5,62.3,양품
LOT00731,1호기,B조,나공업체,164.6,40.54,166.5,5.69,33.6,54.7,양품
LOT00732,1호기,C조,가공업체,218.4,40.34,114.7,5.66,42.6,59.9,불량
LOT00733,4호기,A조,가공업체,178.0,36.22,152.0,6.66,21.9,44.7,불량
LOT00734,2호기,C조,나공업체,188.4,43.58,145.8,6.85,48.8,38.2,양품
LOT00735,3호기,B조,나공업체,223.5,33.71,170.0,6.46,53.9,63.7,불량
LOT00736,4호기,A조,나공업체,176.0,37.53,142.7,6.46,35.1,41.4,불량
LOT00737,1호기,A조,다공업체,191.5,40.07,156.3,5.75,54.3,57.8,양품
LOT00738,4호기,A조,가공업체,201.8,42.7,141.2,6.43,36.1,62.9,양품
LOT00739,4호기,A조,가공업체,180.5,45.54,169.0,4.87,35.5,78.2,불량
LOT00740,2호기,B조,나공업체,217.3,45.02,,6.5,36.5,40.8,양품
LOT00741,2호기,A조,나공업체,171.2,38.69,158.1,6.9,47.8,49.2,불량
LOT00742,1호기,B조,나공업체,178.5,38.35,140.2,5.05,34.3,58.5,양품
LOT00743,3호기,B조,다공업체,185.8,37.66,159.3,5.17,49.0,41.2,양품
LOT00744,1호기,A조,나공업체,181.2,37.29,152.0,5.96,36.5,78.3,양품
LOT00745,2호기,C조,가공업체,184.3,42.95,137.7,4.66,32.3,60.1,불량
LOT00746,2호기,B조,나공업체,196.8,45.8,175.2,5.8,11.1,54.5,양품
LOT00747,2호기,C조,다공업체,199.5,47.68,115.0,6.11,39.4,57.7,양품
LOT00748,1호기,B조,가공업체,180.0,46.2,140.8,5.52,35.8,58.2,불량
LOT00749,2호기,B조,가공업체,201.2,43.97,152.2,7.03,59.8,40.7,양품
LOT00750,2호기,A조,나공업체,174.3,41.6,142.7,6.14,60.6,71.5,양품
LOT00751,1호기,B조,다공업체,205.3,23.82,132.5,6.46,20.4,38.8,불량
LOT00752,1호기,A조,가공업체,187.3,47.86,128.0,8.06,23.0,40.2,양품
LOT00753,3호기,A조,나공업체,155.7,40.23,161.2,5.52,28.6,42.2,양품
LOT00754,4호기,A조,가공업체,204.6,38.74,153.7,6.52,35.3,37.2,양품
LOT00755,1호기,B조,가공업체,159.5,37.13,166.2,6.19,46.2,58.6,양품
LOT00756,3호기,A조,나공업체,178.8,47.51,,7.52,30.2,27.9,양품
LOT00757,4호기,C조,다공업체,207.3,39.93,189.5,6.05,35.2,44.1,양품
LOT00758,2호기,B조,가공업체,166.9,39.52,139.8,5.28,22.1,35.1,양품
LOT00759,4호기,C조,가공업체,178.2,40.3,156.9,6.2,36.2,43.7,불량
LOT00760,2호기,A조,나공업체,155.6,48.26,159.6,7.37,29.3,44.9,양품
LOT00761,2호기,C조,가공업체,176.9,33.8,,5.02,27.6,61.7,양품
LOT00762,1호기,C조,가공업체,214.9,46.08,147.6,6.87,21.8,64.3,불량
LOT00763,2호기,B조,가공업체,190.2,37.94,164.0,6.38,30.1,47.2,양품
LOT00764,1호기,A조,가공업체,199.7,34.31,113.2,6.17,51.6,43.3,불량
LOT00765,2호기,C조,나공업체,182.3,44.21,108.0,5.43,31.9,59.5,양품
LOT00766,1호기,B조,가공업체,192.7,42.44,140.6,6.85,22.6,53.4,양품
LOT00767,1호기,B조,가공업체,211.8,44.74,167.8,5.75,47.4,65.0,양품
LOT00768,3호기,A조,가공업체,190.2,35.64,,7.43,42.3,58.4,양품
LOT00769,3호기,A조,나공업체,165.2,41.31,172.4,4.88,32.9,48.9,양품
LOT00770,3호기,B조,나공업체,190.8,45.24,139.3,8.07,46.4,56.8,양품
LOT00771,3호기,B조,가공업체,178.5,47.78,133.8,5.32,42.1,70.3,불량
LOT00772,2호기,B조,가공업체,184.3,31.67,152.4,5.56,24.7,46.7,양품
LOT00773,1호기,C조,가공업체,185.3,40.87,130.4,5.47,36.1,57.8,양품
LOT00774,2호기,B조,다공업체,190.6,25.7,161.3,7.61,26.3,28.8,양품
LOT00775,2호기,B조,가공업체,191.5,27.07,144.4,5.58,34.8,29.7,양품
LOT00776,4호기,C조,나공업체,215.5,41.06,160.2,6.12,53.0,38.9,양품
LOT00777,4호기,B조,가공업체,182.9,37.86,,7.08,43.4,43.7,양품
LOT00778,1호기,A조,나공업체,180.2,53.95,194.7,6.58,50.0,72.3,양품
LOT00779,2호기,B조,다공업체,194.5,45.48,178.3,5.99,44.1,43.3,양품
LOT00780,2호기,C조,나공업체,183.4,49.64,139.7,7.08,34.9,55.4,양품
LOT00781,4호기,B조,가공업체,193.7,34.56,141.3,4.75,17.8,44.7,불량
LOT00782,3호기,A조,가공업체,178.1,47.22,,6.82,48.2,78.6,양품
LOT00783,3호기,A조,다공업체,179.8,46.42,144.8,7.48,36.9,54.9,불량
LOT00784,1호기,A조,가공업체,201.2,38.48,149.4,6.31,34.6,58.9,양품
LOT00785,1호기,C조,나공업체,203.0,29.84,161.0,6.4,35.3,57.8,양품
LOT00786,2호기,A조,다공업체,156.7,40.48,132.9,5.62,36.3,42.4,양품
LOT00787,4호기,C조,다공업체,182.4,41.18,130.3,7.35,48.2,61.0,양품
LOT00788,4호기,A조,다공업체,200.5,44.29,138.5,7.1,28.6,54.9,불량
LOT00789,2호기,A조,다공업체,197.9,39.69,135.3,7.13,38.4,61.3,양품
LOT00790,1호기,A조,가공업체,189.8,40.01,143.6,6.19,41.1,70.2,양품
LOT00791,1호기,B조,나공업체,204.7,39.54,122.2,5.37,32.3,63.4,양품
LOT00792,1호기,A조,가공업체,191.6,43.57,168.1,6.7,29.9,65.7,양품
LOT00793,2호기,A조,나공업체,186.2,35.18,,7.06,34.6,48.3,불량
LOT00794,2호기,A조,나공업체,202.7,47.56,141.5,4.66,34.1,72.6,양품
LOT00795,2호기,C조,다공업체,198.2,39.77,165.7,5.37,48.2,40.8,양품
LOT00796,2호기,A조,가공업체,177.2,34.49,171.0,7.51,24.9,62.4,양품
LOT00797,1호기,B조,가공업체,173.3,51.2,156.4,5.94,40.3,61.2,양품
LOT00798,3호기,C조,나공업체,201.0,39.58,173.6,6.05,42.6,65.0,양품
LOT00799,1호기,C조,다공업체,189.4,46.44,150.8,4.66,31.7,44.7,양품
LOT00800,3호기,A조,가공업체,195.2,47.07,181.1,7.44,31.4,50.7,양품
LOT00801,3호기,B조,나공업체,178.4,48.74,141.5,5.5,26.3,60.7,불량
LOT00802,4호기,B조,가공업체,166.8,33.8,146.7,4.77,36.8,26.6,양품
LOT00803,2호기,A조,다공업체,194.4,34.89,116.7,7.02,26.8,91.2,불량
LOT00804,1호기,A조,다공업체,173.6,42.01,153.8,5.16,28.0,78.9,불량
LOT00805,4호기,A조,가공업체,198.3,50.33,,4.85,41.1,56.3,불량
LOT00806,2호기,A조,가공업체,197.7,34.23,157.1,5.96,43.4,62.9,양품
LOT00807,1호기,C조,다공업체,174.8,42.31,170.1,6.66,58.8,59.3,양품
LOT00808,2호기,C조,가공업체,200.4,46.81,163.9,5.89,27.1,50.3,양품
LOT00809,1호기,A조,다공업체,176.3,32.86,150.3,6.02,44.7,60.1,불량
LOT00810,4호기,B조,가공업체,188.5,49.39,162.3,6.2,24.1,69.4,양품
LOT00811,1호기,A조,가공업체,154.0,39.93,142.7,6.87,13.0,42.8,양품
LOT00812,1호기,C조,다공업체,223.0,35.54,177.9,5.54,28.6,46.3,불량
LOT00813,2호기,C조,가공업체,185.4,54.24,160.9,6.56,43.1,51.2,양품
LOT00814,1호기,C조,가공업체,184.6,42.91,156.0,5.42,30.5,31.6,양품
LOT00815,4호기,B조,나공업체,183.3,44.12,149.2,6.47,35.9,67.7,양품
LOT00816,2호기,A조,가공업체,209.1,40.93,128.5,6.15,35.1,51.5,불량
LOT00817,1호기,A조,다공업체,176.2,40.87,149.4,6.75,26.9,61.8,양품
LOT00818,2호기,C조,가공업체,182.9,40.75,176.4,5.59,39.6,52.4,양품
LOT00819,3호기,A조,가공업체,193.9,39.57,135.4,6.43,26.1,53.1,양품
LOT00820,2호기,A조,가공업체,193.6,44.01,161.1,6.49,18.7,79.9,양품
LOT00821,2호기,C조,가공업체,188.5,46.93,209.5,6.91,39.4,48.5,양품
LOT00822,3호기,A조,가공업체,202.2,38.13,139.7,7.14,36.7,60.9,불량
LOT00823,2호기,B조,다공업체,198.1,32.79,133.3,6.67,44.2,65.2,불량
LOT00824,2호기,C조,나공업체,158.4,34.6,148.8,4.92,35.1,53.9,양품
LOT00825,2호기,A조,다공업체,189.8,49.35,131.7,6.64,33.8,27.5,양품
LOT00826,3호기,C조,가공업체,198.3,42.39,151.8,5.49,29.7,67.0,양품
LOT00827,4호기,A조,가공업체,189.6,42.92,151.2,6.96,32.8,40.7,양품
LOT00828,3호기,A조,나공업체,193.9,44.25,145.1,5.7,40.1,52.4,양품
LOT00829,1호기,A조,나공업체,189.3,36.81,149.9,6.68,29.4,86.1,불량
LOT00830,3호기,C조,나공업체,174.7,42.18,165.7,7.45,33.1,52.5,불량
LOT00831,2호기,C조,가공업체,206.3,38.79,157.7,5.84,34.9,65.5,불량
LOT00832,2호기,B조,나공업체,192.3,44.01,,7.3,24.3,28.8,양품
LOT00833,4호기,B조,나공업체,207.2,34.05,154.9,5.04,31.9,35.4,불량
LOT00834,3호기,C조,나공업체,211.6,48.91,132.7,5.47,46.3,58.4,불량
LOT00835,4호기,C조,가공업체,202.2,50.56,144.9,6.44,35.6,54.7,양품
LOT00836,2호기,A조,나공업체,178.3,50.59,,6.5,38.2,63.6,양품
LOT00837,4호기,C조,가공업체,195.1,40.91,163.1,4.91,44.4,53.4,양품
LOT00838,2호기,A조,가공업체,200.5,40.45,139.0,6.75,34.6,74.8,양품
LOT00839,2호기,B조,다공업체,184.4,39.6,,4.88,47.6,50.7,양품
LOT00840,1호기,B조,나공업체,185.7,40.27,167.3,4.43,31.8,46.4,양품
LOT00841,1호기,B조,가공업체,187.3,44.64,142.6,6.72,46.0,58.4,양품
LOT00842,2호기,A조,가공업체,182.4,44.78,138.1,6.28,29.5,72.9,양품
LOT00843,1호기,C조,다공업체,164.6,38.42,174.6,5.33,39.4,44.2,양품
LOT00844,1호기,C조,나공업체,190.1,35.3,139.4,5.19,28.9,38.3,양품
LOT00845,1호기,B조,가공업체,188.8,44.21,135.8,6.22,46.9,64.1,불량
LOT00846,4호기,C조,가공업체,197.2,30.7,178.7,6.92,30.9,61.7,불량
LOT00847,3호기,B조,다공업체,187.7,44.39,136.3,5.99,30.2,54.5,불량
LOT00848,4호기,B조,가공업체,206.1,39.93,120.6,6.76,31.9,52.0,불량
LOT00849,2호기,C조,가공업체,177.7,49.66,144.4,6.49,43.7,72.5,불량
LOT00850,2호기,B조,나공업체,169.3,40.51,128.2,6.73,34.6,51.8,양품
LOT00851,3호기,C조,가공업체,186.0,36.44,165.3,6.68,25.5,46.9,양품
LOT00852,3호기,C조,가공업체,207.6,41.47,122.7,4.81,31.1,60.2,양품
LOT00853,2호기,C조,가공업체,190.0,37.62,121.3,6.24,25.1,60.1,불량
LOT00854,3호기,B조,가공업체,201.4,47.17,157.0,5.59,32.6,61.6,양품
LOT00855,1호기,A조,가공업체,172.1,35.81,180.5,6.35,51.7,46.8,양품
LOT00856,1호기,A조,가공업체,192.1,35.17,119.2,6.55,37.2,74.7,양품
LOT00857,2호기,C조,가공업체,168.8,40.2,,5.99,37.7,69.4,불량
LOT00858,1호기,A조,나공업체,187.1,35.66,123.7,6.69,45.9,51.8,불량
LOT00859,3호기,A조,가공업체,158.0,46.82,124.1,6.21,37.9,64.0,불량
LOT00860,4호기,A조,나공업체,221.3,44.77,132.3,6.76,32.7,64.7,불량
LOT00861,1호기,B조,나공업체,203.3,33.08,167.7,5.95,46.6,71.3,양품
LOT00862,1호기,B조,가공업체,199.9,30.6,157.2,7.66,31.3,57.7,양품
LOT00863,1호기,B조,나공업체,193.5,36.39,138.7,5.39,34.1,66.4,양품
LOT00864,2호기,C조,가공업체,164.6,43.86,141.7,6.76,29.3,56.5,양품
LOT00865,1호기,B조,가공업체,179.5,45.03,140.1,5.33,38.1,39.1,양품
LOT00866,3호기,C조,가공업체,175.5,41.4,160.8,5.52,36.3,43.8,양품
LOT00867,3호기,A조,다공업체,197.1,33.26,151.5,5.83,28.3,57.7,양품
LOT00868,3호기,A조,나공업체,181.0,36.67,171.9,8.35,30.1,61.5,양품
LOT00869,2호기,A조,가공업체,172.3,35.85,108.5,7.45,42.6,59.1,양품
LOT00870,4호기,C조,가공업체,170.4,39.86,142.9,5.96,19.9,71.8,양품
LOT00871,4호기,C조,다공업체,206.7,47.14,150.9,7.37,35.1,40.8,양품
LOT00872,2호기,A조,다공업체,178.2,43.83,132.9,4.35,37.3,40.4,불량
LOT00873,1호기,A조,가공업체,182.2,46.33,120.3,7.3,39.0,54.8,양품
LOT00874,1호기,C조,다공업체,189.3,24.09,119.4,6.75,34.5,93.0,양품
LOT00875,3호기,B조,가공업체,214.5,32.28,136.6,5.9,47.3,73.7,불량
LOT00876,2호기,A조,나공업체,200.7,52.5,166.1,5.6,29.8,58.7,불량
LOT00877,3호기,A조,나공업체,204.7,47.42,112.7,5.82,27.9,59.5,양품
LOT00878,1호기,C조,나공업체,163.6,32.76,117.1,6.75,46.9,61.1,양품
LOT00879,2호기,A조,가공업체,219.1,35.03,155.9,6.19,20.0,64.0,양품
LOT00880,2호기,C조,가공업체,180.3,43.32,151.8,6.48,32.7,35.8,양품
LOT00881,4호기,B조,가공업체,184.1,42.4,145.5,4.85,30.4,54.0,양품
LOT00882,4호기,A조,나공업체,166.2,32.63,143.6,6.54,35.7,49.2,불량
LOT00883,3호기,B조,나공업체,196.2,43.72,141.7,7.15,33.1,62.8,불량
LOT00884,1호기,A조,가공업체,180.6,42.58,142.3,5.71,34.0,75.7,양품
LOT00885,2호기,B조,나공업체,175.7,34.42,130.6,6.11,41.8,62.3,양품
LOT00886,3호기,A조,다공업체,176.4,43.35,147.9,6.2,52.0,47.2,불량
LOT00887,2호기,A조,나공업체,186.2,36.64,155.0,6.35,46.2,38.3,양품
LOT00888,2호기,C조,가공업체,206.1,43.96,157.7,6.32,23.2,58.0,양품
LOT00889,2호기,A조,다공업체,209.5,37.08,117.2,7.6,36.4,55.5,불량
LOT00890,4호기,A조,나공업체,214.2,44.85,172.0,6.96,25.4,49.1,불량
LOT00891,2호기,A조,가공업체,199.5,27.23,168.6,6.79,41.3,58.0,양품
LOT00892,3호기,A조,다공업체,147.8,40.52,162.6,7.21,33.6,57.8,불량
LOT00893,1호기,C조,가공업체,188.2,49.71,156.8,5.35,33.2,66.5,양품
LOT00894,4호기,B조,나공업체,173.1,39.88,148.6,7.0,41.7,56.7,양품
LOT00895,3호기,B조,나공업체,192.1,39.97,146.9,6.46,26.2,49.1,양품
LOT00896,3호기,B조,가공업체,168.4,43.68,166.2,7.66,51.1,74.1,양품
LOT00897,2호기,B조,가공업체,206.8,45.34,166.8,5.17,35.8,51.5,양품
LOT00898,4호기,C조,가공업체,164.7,41.43,158.9,6.21,27.3,48.3,양품
LOT00899,2호기,C조,가공업체,199.9,47.41,163.2,5.23,55.7,58.0,양품
LOT00900,2호기,C조,가공업체,181.5,49.88,155.3,6.45,44.9,53.7,양품
LOT00901,2호기,A조,다공업체,202.2,43.17,134.1,5.79,26.8,46.9,양품
LOT00902,1호기,B조,가공업체,182.8,35.07,133.4,6.52,43.2,35.4,양품
LOT00903,1호기,A조,가공업체,177.1,32.19,153.8,6.43,32.7,60.7,양품
LOT00904,3호기,B조,가공업체,187.6,37.89,123.2,6.61,23.5,58.2,불량
LOT00905,1호기,B조,다공업체,185.0,35.53,147.6,5.24,31.1,53.9,양품
LOT00906,2호기,B조,나공업체,190.8,41.27,165.0,7.09,60.6,59.8,양품
LOT00907,1호기,C조,다공업체,167.9,41.3,157.7,7.14,35.2,66.2,양품
LOT00908,2호기,B조,가공업체,183.7,51.22,140.0,6.79,37.7,53.7,양품
LOT00909,1호기,A조,나공업체,194.0,43.72,162.8,7.38,40.2,54.7,양품
LOT00910,1호기,A조,나공업체,179.2,42.26,181.8,6.41,26.9,58.5,양품
LOT00911,3호기,A조,가공업체,198.0,33.17,159.4,5.83,9.4,45.8,양품
LOT00912,1호기,B조,나공업체,196.4,42.31,154.8,7.62,38.9,69.4,양품
LOT00913,3호기,A조,나공업체,175.9,38.47,,5.4,44.5,64.7,양품
LOT00914,2호기,B조,가공업체,196.0,50.81,179.4,5.62,26.7,65.2,양품
LOT00915,1호기,C조,나공업체,188.4,31.26,146.2,4.49,24.0,48.1,양품
LOT00916,1호기,A조,다공업체,185.4,41.57,160.3,5.85,35.5,48.6,양품
LOT00917,2호기,B조,나공업체,208.3,45.6,103.8,5.21,45.8,45.3,양품
LOT00918,1호기,A조,가공업체,199.5,42.23,116.6,6.65,33.3,43.4,불량
LOT00919,4호기,B조,가공업체,165.7,43.2,169.7,5.46,35.5,72.5,불량
LOT00920,3호기,A조,가공업체,178.3,35.69,159.2,6.06,36.0,36.5,불량
LOT00921,4호기,A조,가공업체,217.1,49.65,154.5,6.37,43.2,31.0,불량
LOT00922,3호기,A조,가공업체,176.2,46.72,155.7,5.6,32.9,70.4,양품
LOT00923,2호기,A조,다공업체,209.5,42.53,141.3,6.95,22.4,61.2,양품
LOT00924,1호기,A조,가공업체,186.6,43.96,145.2,5.83,37.9,48.5,양품
LOT00925,3호기,B조,가공업체,209.0,48.09,136.1,7.62,38.6,40.6,불량
LOT00926,2호기,B조,다공업체,206.3,43.2,145.1,5.57,16.3,56.3,불량
LOT00927,3호기,B조,나공업체,180.6,46.12,140.7,6.62,44.3,41.4,양품
LOT00928,3호기,C조,다공업체,178.4,37.79,157.5,6.42,52.5,58.2,불량
LOT00929,1호기,A조,가공업체,161.8,35.53,135.3,3.26,40.5,52.6,양품
