고객번호,가입일,연령,성별,거주지역,카드등급,가입기간_개월,신용점수,월평균이용금액,최근3개월평균이용금액,이용가맹점수,온라인이용비율,리볼빙사용여부,연체횟수_최근1년,콜센터문의횟수_최근6개월,해지여부
CUST000448,2020-07-04,,남성,영남,플래티넘,71.8,623.0,271000.0,375000.0,12,0.175,사용,0,2,해지
CUST000449,2018-12-29,51.0,남성,호남,일반,90.0,576.0,500000.0,376000.0,14,0.382,미사용,1,1,유지
CUST000450,2020-07-16,44.0,여성,영남,골드,71.5,580.0,256000.0,347000.0,9,0.25,미사용,0,0,유지
CUST000451,2022-03-04,25.0,여성,충청,플래티넘,51.9,817.0,727000.0,1116000.0,11,0.574,미사용,0,2,유지
CUST000452,2018-11-16,45.0,여성,수도권,일반,91.4,652.0,286000.0,325000.0,15,0.533,미사용,0,1,유지
CUST000453,2024-06-29,26.0,여성,호남,일반,24.0,707.0,859000.0,993000.0,16,0.134,미사용,1,2,해지
CUST000454,2018-03-14,35.0,여성,수도권,일반,99.5,804.0,417000.0,377000.0,6,0.048,미사용,2,2,해지
CUST000455,2021-02-18,58.0,여성,호남,일반,64.3,699.0,411000.0,475000.0,10,0.417,미사용,0,0,유지
CUST000456,2021-12-07,46.0,여성,충청,일반,54.7,620.0,939000.0,402000.0,9,0.688,미사용,0,0,유지
CUST000457,2022-01-27,49.0,남성,호남,일반,53.1,677.0,461000.0,320000.0,12,0.327,사용,0,0,유지
CUST000458,2022-05-30,35.0,남성,영남,골드,49.0,595.0,668000.0,512000.0,12,0.637,미사용,1,2,해지
CUST000459,2023-06-23,36.0,남성,충청,일반,36.2,521.0,581000.0,218000.0,10,0.338,미사용,0,0,해지
CUST000460,2020-10-21,31.0,여성,수도권,플래티넘,68.3,,535000.0,384000.0,13,0.41,미사용,1,0,유지
CUST000461,2024-11-22,26.0,남성,충청,플래티넘,19.2,620.0,334000.0,369000.0,8,0.396,미사용,0,1,유지
CUST000462,2025-02-18,53.0,여성,영남,플래티넘,16.3,607.0,1657000.0,1447000.0,17,0.424,사용,0,0,유지
CUST000463,2022-02-19,33.0,남성,수도권,일반,52.3,726.0,420000.0,335000.0,15,0.758,미사용,0,3,해지
CUST000464,2022-10-07,53.0,남성,호남,일반,44.7,784.0,277000.0,146000.0,10,0.266,사용,2,0,해지
CUST000465,2018-01-03,40.0,남성,수도권,플래티넘,101.8,604.0,182000.0,181000.0,15,0.272,미사용,1,0,유지
CUST000466,2018-02-10,41.0,여성,영남,골드,100.6,549.0,500000.0,521000.0,17,0.441,미사용,0,2,유지
CUST000467,2022-01-08,39.0,여성,수도권,골드,53.7,640.0,305000.0,294000.0,8,0.598,미사용,0,3,유지
CUST000468,2021-03-24,40.0,남성,강원,일반,63.2,560.0,1560000.0,1520000.0,18,0.87,미사용,0,1,해지
CUST000469,2024-07-29,19.0,남성,수도권,플래티넘,23.0,540.0,226000.0,215000.0,20,0.434,사용,0,1,유지
CUST000470,2020-12-03,56.0,남성,충청,플래티넘,66.9,829.0,504000.0,507000.0,16,0.481,사용,0,0,유지
CUST000471,2021-06-13,52.0,여성,영남,골드,60.5,701.0,353000.0,387000.0,12,0.63,사용,0,0,유지
CUST000472,2018-12-23,42.0,남성,충청,일반,90.2,722.0,323000.0,439000.0,13,0.2,미사용,0,0,유지
CUST000473,2023-09-14,53.0,여성,수도권,블랙,33.5,747.0,559000.0,440000.0,12,0.728,사용,0,0,유지
CUST000474,2021-06-03,46.0,여성,영남,골드,60.9,581.0,295000.0,291000.0,18,0.228,미사용,0,0,해지
CUST000475,2023-08-07,35.0,여성,호남,플래티넘,34.8,553.0,707000.0,562000.0,11,0.55,미사용,0,1,유지
CUST000476,2025-07-29,40.0,남성,호남,일반,11.0,739.0,338000.0,215000.0,14,0.594,미사용,0,0,해지
CUST000477,2018-01-23,38.0,여성,충청,플래티넘,101.2,675.0,434000.0,197000.0,13,0.367,미사용,0,2,해지
CUST000478,2018-09-15,19.0,여성,영남,일반,93.5,713.0,519000.0,538000.0,16,0.62,미사용,0,0,유지
CUST000479,2019-06-18,37.0,여성,호남,골드,84.4,697.0,380000.0,356000.0,11,0.324,사용,0,1,유지
CUST000480,2023-03-17,46.0,남성,영남,일반,39.5,509.0,414000.0,539000.0,16,0.913,미사용,0,0,유지
CUST000481,2020-08-01,31.0,남성,수도권,플래티넘,70.9,813.0,322000.0,229000.0,15,0.36,사용,0,0,유지
CUST000482,2018-07-08,41.0,여성,수도권,골드,95.7,641.0,331000.0,297000.0,13,0.549,미사용,1,1,유지
CUST000483,2020-07-16,42.0,여성,영남,골드,71.5,706.0,654000.0,428000.0,13,0.355,미사용,0,0,유지
CUST000484,2023-01-07,66.0,여성,영남,골드,41.7,603.0,520000.0,541000.0,10,0.48,미사용,0,0,유지
CUST000485,2023-06-15,55.0,여성,영남,플래티넘,36.5,815.0,654000.0,391000.0,14,0.875,사용,0,1,해지
CUST000486,2020-07-31,47.0,여성,충청,일반,71.0,546.0,912000.0,513000.0,16,0.354,미사용,0,2,해지
CUST000487,2021-01-30,64.0,여성,수도권,일반,64.9,691.0,307000.0,248000.0,19,0.336,미사용,1,1,해지
CUST000488,2019-06-27,39.0,남성,충청,일반,84.1,574.0,381000.0,274000.0,11,0.364,미사용,1,1,유지
CUST000489,2023-11-22,33.0,여성,충청,일반,31.2,690.0,324000.0,273000.0,19,0.795,미사용,0,0,유지
CUST000490,2024-05-16,43.0,여성,충청,플래티넘,25.5,730.0,704000.0,637000.0,18,0.69,사용,0,0,유지
CUST000491,2023-01-21,33.0,남성,영남,골드,41.3,611.0,1800000.0,1496000.0,13,0.375,미사용,1,1,해지
CUST000492,2019-07-20,36.0,남성,호남,일반,83.3,624.0,165000.0,141000.0,14,0.603,미사용,0,0,유지
CUST000493,2024-06-04,32.0,남성,수도권,플래티넘,24.8,673.0,412000.0,147000.0,21,0.514,미사용,1,0,해지
CUST000494,2019-10-23,32.0,남성,영남,블랙,80.2,682.0,247000.0,195000.0,17,0.529,미사용,0,2,유지
CUST000495,2021-07-25,30.0,여성,강원,일반,59.2,714.0,954000.0,802000.0,13,0.69,사용,0,1,해지
CUST000496,2022-08-03,49.0,여성,수도권,일반,46.9,799.0,589000.0,467000.0,15,0.87,미사용,0,0,유지
CUST000497,2019-08-10,43.0,여성,수도권,일반,82.7,560.0,483000.0,282000.0,16,0.555,미사용,2,1,해지
CUST000498,2022-04-08,42.0,여성,영남,일반,50.7,527.0,490000.0,411000.0,11,0.08,미사용,1,1,해지
CUST000499,2020-10-05,47.0,남성,수도권,골드,68.8,777.0,613000.0,464000.0,9,0.83,미사용,1,0,유지
CUST000500,2025-05-05,54.0,남성,수도권,골드,13.8,,347000.0,338000.0,11,0.382,미사용,0,2,유지
CUST000501,2023-07-07,30.0,여성,수도권,플래티넘,35.8,737.0,474000.0,685000.0,17,0.461,미사용,0,1,유지
CUST000502,2023-01-12,33.0,남성,충청,일반,41.6,,330000.0,309000.0,13,0.524,미사용,0,0,유지
CUST000503,2018-05-22,39.0,여성,영남,플래티넘,97.3,709.0,1103000.0,1060000.0,13,0.362,사용,1,0,해지
CUST000504,2020-10-04,58.0,여성,수도권,일반,68.8,793.0,741000.0,895000.0,8,0.755,미사용,0,2,유지
CUST000505,2023-04-29,32.0,남성,영남,골드,38.0,669.0,140000.0,67000.0,12,0.031,미사용,0,1,유지
CUST000506,2025-07-11,48.0,남성,수도권,플래티넘,11.6,652.0,338000.0,288000.0,9,0.518,미사용,0,2,유지
CUST000507,2019-07-11,37.0,남성,강원,골드,83.6,675.0,266000.0,226000.0,7,0.518,미사용,2,0,유지
CUST000508,2023-09-26,41.0,남성,수도권,골드,33.1,788.0,362000.0,537000.0,20,0.631,미사용,0,0,유지
CUST000509,2018-08-19,30.0,남성,제주,골드,94.3,568.0,557000.0,171000.0,6,0.409,미사용,0,2,해지
CUST000510,2018-06-06,40.0,여성,영남,일반,96.8,729.0,227000.0,212000.0,13,0.08,미사용,0,0,유지
CUST000511,2025-03-23,34.0,남성,강원,일반,15.2,800.0,245000.0,121000.0,18,0.362,미사용,1,0,해지
CUST000512,2022-10-25,29.0,남성,호남,일반,44.2,767.0,480000.0,573000.0,11,0.527,미사용,0,0,유지
CUST000513,2019-03-23,57.0,여성,수도권,일반,87.3,843.0,383000.0,359000.0,14,0.187,미사용,3,0,유지
CUST000514,2020-06-24,54.0,여성,수도권,블랙,72.2,807.0,470000.0,447000.0,18,0.835,미사용,0,0,유지
CUST000515,2023-12-24,43.0,여성,수도권,일반,30.2,681.0,295000.0,275000.0,17,0.881,사용,1,1,해지
CUST000516,2024-05-05,52.0,남성,수도권,일반,25.8,722.0,209000.0,320000.0,18,0.941,미사용,2,1,유지
CUST000517,2024-12-26,32.0,남성,충청,골드,18.1,755.0,614000.0,479000.0,17,0.613,사용,0,2,유지
CUST000518,2021-04-02,54.0,여성,영남,일반,62.9,701.0,737000.0,645000.0,13,0.651,미사용,1,2,유지
CUST000519,2022-04-08,41.0,여성,수도권,일반,50.7,799.0,364000.0,261000.0,11,0.36,미사용,0,2,유지
CUST000520,2019-05-09,41.0,남성,강원,골드,85.7,633.0,566000.0,175000.0,15,0.318,사용,0,1,유지
CUST000521,2021-10-26,41.0,남성,제주,골드,56.1,736.0,674000.0,572000.0,9,0.0,미사용,0,0,유지
CUST000522,2023-02-21,69.0,여성,호남,일반,40.2,650.0,363000.0,370000.0,9,0.665,미사용,0,1,해지
CUST000523,2020-10-02,27.0,여성,수도권,블랙,68.9,752.0,158000.0,144000.0,14,0.36,미사용,2,0,유지
CUST000524,2019-08-15,49.0,남성,영남,일반,82.5,673.0,485000.0,501000.0,14,,사용,0,0,유지
CUST000525,2025-01-24,59.0,여성,수도권,블랙,17.1,638.0,748000.0,830000.0,19,0.71,미사용,1,1,유지
CUST000526,2020-12-29,63.0,여성,제주,일반,66.0,,991000.0,821000.0,16,0.218,미사용,0,0,유지
CUST000527,2018-04-12,68.0,남성,영남,일반,98.6,737.0,321000.0,198000.0,11,0.058,사용,0,1,유지
CUST000528,2022-04-08,43.0,남성,강원,일반,50.7,675.0,355000.0,271000.0,16,0.356,사용,0,2,유지
CUST000529,2023-05-25,25.0,남성,호남,플래티넘,37.2,601.0,533000.0,417000.0,9,0.539,미사용,0,1,유지
CUST000530,2020-12-28,47.0,남성,충청,플래티넘,66.0,711.0,980000.0,914000.0,17,0.28,미사용,0,0,유지
CUST000531,2022-09-21,49.0,여성,수도권,일반,45.3,593.0,528000.0,454000.0,13,0.25,미사용,0,2,유지
CUST000532,2019-01-05,59.0,여성,영남,골드,89.8,709.0,316000.0,568000.0,12,0.713,미사용,0,0,유지
CUST000533,2022-02-02,33.0,여성,영남,일반,52.9,870.0,424000.0,380000.0,10,0.15,미사용,0,1,유지
CUST000534,2018-09-26,40.0,여성,수도권,일반,93.1,746.0,633000.0,525000.0,13,0.169,사용,0,2,유지
CUST000535,2024-09-18,37.0,남성,호남,일반,21.4,,246000.0,193000.0,17,0.593,미사용,1,1,유지
CUST000536,2022-06-01,28.0,여성,영남,골드,48.9,836.0,182000.0,174000.0,17,0.758,미사용,1,0,유지
CUST000537,2019-04-10,30.0,남성,호남,골드,86.7,505.0,566000.0,850000.0,12,0.248,미사용,0,1,유지
CUST000538,2018-05-16,42.0,남성,수도권,일반,97.5,688.0,405000.0,340000.0,17,0.687,미사용,0,1,유지
CUST000539,2018-06-30,41.0,여성,강원,플래티넘,96.0,600.0,733000.0,1084000.0,13,0.755,미사용,2,0,유지
CUST000540,2025-02-24,28.0,남성,수도권,일반,16.1,,703000.0,487000.0,18,,미사용,0,1,유지
CUST000541,2023-08-05,30.0,남성,강원,골드,34.8,736.0,824000.0,693000.0,14,0.421,사용,1,0,유지
CUST000542,2024-06-10,24.0,남성,수도권,골드,24.6,517.0,1303000.0,1395000.0,9,0.491,미사용,1,0,유지
CUST000543,2022-02-12,22.0,남성,영남,골드,52.5,551.0,309000.0,424000.0,18,0.575,미사용,0,2,유지
CUST000544,2018-03-20,43.0,여성,수도권,일반,99.3,803.0,417000.0,362000.0,12,0.467,사용,0,1,유지
CUST000545,2023-10-17,41.0,남성,호남,골드,32.4,653.0,749000.0,885000.0,9,0.503,미사용,1,0,유지
CUST000546,2021-05-14,51.0,여성,호남,일반,61.5,898.0,581000.0,436000.0,18,0.716,미사용,0,1,유지
CUST000547,2023-11-23,39.0,여성,수도권,일반,31.2,701.0,390000.0,275000.0,16,0.564,미사용,0,2,해지
CUST000548,2019-10-05,54.0,남성,영남,일반,80.8,687.0,913000.0,397000.0,21,0.399,미사용,1,0,유지
CUST000549,2019-10-04,59.0,남성,충청,일반,80.8,578.0,254000.0,311000.0,13,0.669,미사용,0,0,유지
CUST000550,2023-06-25,58.0,여성,영남,블랙,36.2,756.0,763000.0,539000.0,11,0.615,미사용,0,1,유지
CUST000551,2018-06-12,34.0,남성,수도권,플래티넘,96.6,622.0,639000.0,568000.0,9,0.555,사용,0,2,유지
CUST000552,2020-02-08,48.0,남성,수도권,일반,76.7,764.0,422000.0,124000.0,15,0.4,사용,0,2,해지
CUST000553,2021-08-02,35.0,여성,수도권,골드,58.9,685.0,321000.0,254000.0,11,0.577,미사용,0,0,유지
CUST000554,2018-03-21,63.0,여성,수도권,일반,99.3,688.0,267000.0,243000.0,15,0.922,미사용,1,4,해지
CUST000555,2021-01-21,,남성,호남,일반,65.2,,727000.0,800000.0,8,0.297,사용,0,0,해지
CUST000556,2020-03-20,34.0,여성,영남,골드,75.3,675.0,380000.0,347000.0,12,0.401,미사용,0,2,유지
CUST000557,2022-05-20,35.0,남성,수도권,골드,49.3,,208000.0,168000.0,10,0.415,미사용,1,1,유지
CUST000558,2021-04-24,52.0,남성,수도권,일반,62.2,605.0,378000.0,284000.0,12,0.566,미사용,0,1,해지
CUST000559,2021-06-26,36.0,여성,호남,골드,60.1,866.0,608000.0,340000.0,21,0.061,미사용,0,0,해지
CUST000560,2025-06-18,46.0,여성,영남,일반,12.4,706.0,453000.0,608000.0,19,0.467,미사용,1,1,유지
CUST000561,2018-07-04,38.0,남성,수도권,일반,95.9,950.0,456000.0,529000.0,16,0.311,미사용,0,1,유지
CUST000562,2024-01-10,44.0,남성,제주,플래티넘,29.6,531.0,239000.0,300000.0,9,0.736,미사용,1,0,유지
CUST000563,2021-10-29,45.0,남성,충청,플래티넘,56.0,637.0,80000.0,102000.0,13,0.288,사용,0,0,유지
CUST000564,2023-01-31,54.0,남성,수도권,일반,40.9,528.0,366000.0,437000.0,15,0.424,미사용,1,1,유지
CUST000565,2023-09-05,35.0,남성,수도권,블랙,33.8,622.0,481000.0,448000.0,14,0.268,미사용,0,2,유지
CUST000566,2022-01-17,21.0,남성,수도권,골드,53.4,571.0,607000.0,770000.0,21,0.625,미사용,0,0,유지
CUST000567,2021-11-06,40.0,남성,수도권,플래티넘,55.7,651.0,197000.0,174000.0,13,0.569,미사용,1,1,유지
CUST000568,2021-12-29,35.0,여성,충청,일반,54.0,653.0,363000.0,468000.0,15,1.0,미사용,0,3,유지
CUST000569,2019-08-16,19.0,여성,호남,플래티넘,82.5,606.0,348000.0,433000.0,14,0.422,미사용,1,2,유지
CUST000570,2023-05-28,40.0,여성,제주,골드,37.1,724.0,475000.0,399000.0,14,0.218,미사용,0,4,유지
CUST000571,2023-01-06,51.0,남성,영남,플래티넘,41.8,785.0,568000.0,474000.0,10,0.507,사용,0,0,유지
CUST000572,2019-03-15,50.0,남성,수도권,일반,87.5,687.0,219000.0,292000.0,13,0.004,사용,0,0,유지
CUST000573,2021-02-14,45.0,여성,영남,골드,64.5,699.0,1308000.0,1925000.0,16,0.44,미사용,0,0,유지
CUST000574,2024-04-20,33.0,여성,영남,골드,26.3,790.0,182000.0,206000.0,17,0.672,사용,0,1,유지
CUST000575,2018-04-29,43.0,여성,수도권,골드,98.0,556.0,728000.0,451000.0,8,0.96,사용,0,0,유지
CUST000576,2023-03-19,22.0,여성,수도권,일반,39.4,573.0,306000.0,182000.0,20,0.335,미사용,1,2,해지
CUST000577,2018-03-10,57.0,여성,영남,골드,99.7,811.0,696000.0,718000.0,16,0.519,미사용,0,0,유지
CUST000578,2018-03-07,35.0,남성,수도권,플래티넘,99.8,676.0,519000.0,323000.0,9,0.432,미사용,0,1,해지
CUST000579,2019-04-09,26.0,여성,수도권,일반,86.7,527.0,517000.0,797000.0,13,0.396,미사용,0,1,유지
CUST000580,2020-11-21,42.0,남성,수도권,일반,67.2,827.0,454000.0,324000.0,11,0.892,사용,0,1,해지
CUST000581,2018-03-31,54.0,여성,수도권,골드,99.0,660.0,508000.0,535000.0,16,,미사용,0,1,유지
CUST000582,2018-09-04,44.0,남성,강원,골드,93.8,871.0,585000.0,739000.0,11,0.169,미사용,0,0,유지
CUST000583,2024-02-27,60.0,여성,수도권,블랙,28.1,,150000.0,159000.0,16,0.537,미사용,0,0,유지
CUST000584,2022-03-13,22.0,여성,충청,블랙,51.6,,566000.0,358000.0,14,0.377,미사용,0,2,유지
CUST000585,2021-07-13,44.0,여성,수도권,일반,59.6,591.0,253000.0,195000.0,12,0.451,미사용,0,0,해지
CUST000586,2020-07-20,41.0,남성,호남,일반,71.3,615.0,692000.0,728000.0,16,0.816,미사용,0,0,유지
CUST000587,2018-10-17,36.0,여성,충청,골드,92.4,562.0,612000.0,604000.0,12,0.485,미사용,0,4,유지
CUST000588,2025-08-04,26.0,여성,충청,플래티넘,10.8,698.0,196000.0,163000.0,12,0.496,미사용,1,0,유지
CUST000589,2019-11-27,42.0,여성,충청,골드,79.1,756.0,347000.0,431000.0,12,0.474,미사용,1,0,유지
CUST000590,2025-07-03,35.0,여성,영남,일반,11.9,759.0,573000.0,350000.0,15,0.229,미사용,0,1,유지
CUST000591,2021-09-17,44.0,남성,강원,일반,57.4,681.0,415000.0,370000.0,18,0.538,미사용,0,0,유지
CUST000592,2021-02-09,57.0,여성,수도권,골드,64.6,648.0,324000.0,298000.0,9,0.68,미사용,0,0,유지
CUST000593,2019-07-29,35.0,남성,영남,플래티넘,83.0,766.0,226000.0,208000.0,15,0.479,미사용,1,1,유지
CUST000594,2018-04-02,51.0,여성,수도권,일반,98.9,807.0,988000.0,1112000.0,12,0.734,미사용,1,0,유지
CUST000595,2018-03-24,42.0,남성,충청,일반,99.2,775.0,392000.0,611000.0,14,0.888,사용,1,1,유지
CUST000596,2022-04-24,60.0,여성,충청,골드,50.2,794.0,129000.0,145000.0,12,0.86,미사용,0,0,유지
CUST000597,2021-05-11,26.0,남성,수도권,골드,61.6,719.0,490000.0,301000.0,12,,미사용,2,0,유지
CUST000598,2022-08-27,31.0,여성,강원,일반,46.1,795.0,652000.0,539000.0,11,0.258,미사용,1,3,유지
CUST000599,2024-09-06,43.0,남성,호남,골드,21.7,685.0,353000.0,358000.0,16,0.674,미사용,1,1,해지
CUST000600,2024-05-07,41.0,여성,영남,일반,25.8,693.0,940000.0,718000.0,20,0.646,미사용,0,0,유지
CUST000601,2022-01-04,37.0,남성,수도권,골드,53.8,657.0,322000.0,196000.0,16,0.717,미사용,1,1,해지
CUST000602,2019-05-27,50.0,남성,영남,골드,85.1,454.0,371000.0,310000.0,12,0.393,미사용,2,0,해지
CUST000603,2025-06-12,55.0,여성,수도권,골드,12.6,684.0,632000.0,672000.0,17,0.452,사용,0,0,유지
CUST000604,2022-12-18,26.0,남성,영남,골드,42.4,615.0,463000.0,488000.0,15,0.746,미사용,1,0,유지
CUST000605,2019-02-10,41.0,여성,호남,골드,88.6,517.0,453000.0,495000.0,10,0.269,사용,0,1,유지
CUST000606,2022-04-04,37.0,여성,수도권,일반,50.9,767.0,667000.0,627000.0,10,0.617,미사용,1,0,유지
CUST000607,2018-03-28,36.0,남성,수도권,플래티넘,99.1,,714000.0,724000.0,8,0.54,미사용,0,1,유지
CUST000608,2024-01-20,49.0,남성,호남,일반,29.3,812.0,391000.0,504000.0,15,0.501,사용,1,0,유지
CUST000609,2019-02-08,55.0,여성,수도권,골드,88.7,901.0,583000.0,687000.0,16,0.357,미사용,1,2,유지
CUST000610,2024-05-07,63.0,여성,수도권,플래티넘,25.8,,342000.0,492000.0,14,0.59,미사용,0,0,유지
CUST000611,2019-04-02,47.0,여성,충청,골드,86.9,673.0,132000.0,113000.0,19,0.716,사용,1,2,해지
CUST000612,2019-06-06,43.0,남성,호남,골드,84.8,732.0,729000.0,740000.0,13,0.5,미사용,0,1,유지
CUST000613,2023-10-26,54.0,여성,수도권,플래티넘,32.1,797.0,632000.0,717000.0,14,0.433,미사용,0,1,유지
CUST000614,2021-02-14,35.0,남성,강원,일반,64.5,814.0,239000.0,217000.0,18,0.522,사용,0,1,유지
CUST000615,2022-04-23,62.0,여성,수도권,일반,50.2,623.0,503000.0,264000.0,14,0.7,미사용,0,1,해지
CUST000616,2023-11-06,32.0,여성,수도권,일반,31.8,848.0,650000.0,313000.0,10,0.146,사용,0,1,유지
CUST000617,2020-08-18,30.0,남성,수도권,골드,70.4,684.0,759000.0,307000.0,21,0.037,미사용,0,0,유지
CUST000618,2022-12-04,46.0,여성,수도권,블랙,42.8,694.0,532000.0,385000.0,20,0.465,미사용,0,0,유지
CUST000619,2020-02-18,43.0,여성,영남,골드,76.3,734.0,873000.0,1160000.0,16,0.319,사용,1,0,유지
CUST000620,2021-07-12,49.0,남성,영남,일반,59.6,656.0,634000.0,736000.0,16,0.213,미사용,0,0,유지
CUST000621,2021-09-14,30.0,남성,수도권,골드,57.5,570.0,593000.0,870000.0,16,0.103,미사용,0,3,유지
CUST000622,2023-12-30,36.0,여성,충청,일반,30.0,701.0,472000.0,444000.0,9,0.208,미사용,0,1,해지
CUST000623,2022-09-09,39.0,남성,충청,골드,45.7,604.0,415000.0,389000.0,18,0.392,미사용,0,1,유지
CUST000624,2023-11-14,48.0,여성,수도권,플래티넘,31.5,715.0,288000.0,322000.0,14,0.109,미사용,0,1,유지
CUST000625,2024-10-16,30.0,남성,수도권,일반,20.4,819.0,441000.0,481000.0,11,0.282,미사용,2,0,유지
CUST000626,2019-05-14,46.0,남성,수도권,일반,85.5,694.0,891000.0,632000.0,14,0.782,사용,0,1,유지
CUST000627,2023-07-08,50.0,여성,영남,플래티넘,35.7,758.0,130000.0,109000.0,15,0.54,미사용,0,1,유지
CUST000628,2020-09-24,33.0,남성,강원,골드,69.2,655.0,904000.0,931000.0,14,0.448,미사용,0,0,유지
CUST000629,2021-03-27,42.0,남성,수도권,플래티넘,63.1,654.0,275000.0,258000.0,14,0.599,미사용,0,1,유지
CUST000630,2025-06-17,48.0,남성,수도권,플래티넘,12.4,657.0,985000.0,1237000.0,15,0.601,미사용,1,0,유지
CUST000631,2021-07-07,36.0,여성,수도권,블랙,59.8,541.0,277000.0,290000.0,12,0.398,미사용,0,0,유지
CUST000632,2024-02-16,32.0,남성,수도권,일반,28.4,728.0,446000.0,525000.0,11,0.464,사용,0,1,유지
CUST000633,2025-07-04,24.0,남성,강원,플래티넘,11.9,568.0,345000.0,186000.0,11,0.284,미사용,1,1,유지
CUST000634,2020-10-29,19.0,남성,제주,골드,68.0,572.0,476000.0,692000.0,10,0.347,미사용,0,0,유지
CUST000635,2021-04-27,64.0,남성,충청,플래티넘,62.1,655.0,686000.0,517000.0,13,0.684,미사용,0,1,유지
CUST000636,2024-04-10,58.0,여성,수도권,플래티넘,26.6,691.0,191000.0,147000.0,11,0.445,미사용,0,1,유지
CUST000637,2023-06-22,32.0,여성,충청,블랙,36.3,671.0,442000.0,414000.0,12,0.407,미사용,0,0,유지
CUST000638,2022-01-19,39.0,남성,강원,골드,53.3,598.0,534000.0,574000.0,16,0.577,미사용,1,0,해지
CUST000639,2022-05-25,47.0,남성,강원,일반,49.2,777.0,470000.0,562000.0,15,0.443,미사용,0,1,유지
CUST000640,2024-03-28,32.0,남성,영남,플래티넘,27.1,718.0,800000.0,437000.0,13,0.741,사용,1,1,유지
CUST000641,2020-06-26,57.0,남성,수도권,골드,72.1,561.0,1474000.0,1489000.0,8,0.531,사용,0,1,유지
CUST000642,2021-01-15,49.0,남성,영남,골드,65.4,576.0,483000.0,502000.0,13,0.343,미사용,3,0,해지
CUST000643,2025-08-02,48.0,남성,강원,블랙,10.9,656.0,465000.0,520000.0,12,0.309,미사용,0,1,유지
CUST000644,2021-07-15,28.0,남성,수도권,플래티넘,59.5,721.0,695000.0,558000.0,16,0.387,미사용,0,1,유지
CUST000645,2025-03-04,64.0,여성,충청,골드,15.9,734.0,236000.0,186000.0,17,0.085,미사용,1,0,유지
CUST000646,2022-11-16,39.0,여성,영남,골드,43.4,679.0,1321000.0,493000.0,10,0.785,사용,1,0,유지
CUST000647,2018-04-17,53.0,여성,수도권,일반,98.4,718.0,467000.0,415000.0,17,0.221,사용,0,1,유지
CUST000648,2024-12-14,38.0,여성,호남,일반,18.5,783.0,125000.0,108000.0,13,0.096,미사용,0,0,해지
CUST000649,2022-05-13,40.0,남성,충청,플래티넘,49.6,749.0,302000.0,377000.0,16,0.728,미사용,1,0,유지
CUST000650,2020-11-22,30.0,여성,강원,일반,67.2,576.0,551000.0,581000.0,11,0.582,미사용,0,0,유지
CUST000651,2019-09-19,43.0,남성,호남,일반,81.3,553.0,955000.0,1086000.0,14,0.67,미사용,0,2,유지
CUST000652,2019-01-19,35.0,남성,수도권,일반,89.3,627.0,316000.0,329000.0,14,0.467,미사용,0,1,유지
CUST000653,2025-01-30,54.0,여성,영남,골드,17.0,572.0,488000.0,387000.0,13,0.278,미사용,0,0,해지
CUST000654,2024-11-28,44.0,여성,충청,일반,19.0,737.0,617000.0,627000.0,11,0.87,미사용,0,0,유지
CUST000655,2022-05-12,48.0,남성,제주,골드,49.6,736.0,192000.0,172000.0,8,0.71,미사용,0,0,유지
CUST000656,2019-09-11,48.0,남성,호남,플래티넘,81.6,811.0,480000.0,519000.0,16,0.526,미사용,0,0,유지
CUST000657,2019-05-14,39.0,여성,수도권,플래티넘,85.5,522.0,599000.0,704000.0,15,0.104,미사용,0,2,유지
CUST000658,2021-07-30,46.0,여성,충청,일반,59.0,728.0,293000.0,347000.0,14,0.534,사용,1,1,해지
CUST000659,2018-11-14,49.0,남성,충청,골드,91.5,562.0,467000.0,369000.0,10,0.068,미사용,1,0,유지
CUST000660,2019-02-16,53.0,남성,호남,골드,88.4,806.0,625000.0,694000.0,18,0.378,미사용,0,1,유지
CUST000661,2023-10-16,40.0,남성,호남,일반,32.5,633.0,1136000.0,856000.0,23,0.22,미사용,0,2,유지
CUST000662,2019-05-25,38.0,여성,충청,일반,85.2,807.0,228000.0,273000.0,13,0.503,미사용,0,3,유지
CUST000663,2021-11-02,48.0,여성,호남,골드,55.9,689.0,159000.0,154000.0,12,0.496,미사용,1,0,유지
CUST000664,2021-06-11,41.0,남성,제주,일반,60.6,660.0,340000.0,298000.0,11,0.387,미사용,0,5,해지
CUST000665,2019-11-18,49.0,남성,영남,일반,79.4,616.0,1048000.0,890000.0,15,0.584,사용,0,0,해지
CUST000666,2025-01-24,30.0,여성,강원,일반,17.1,617.0,740000.0,1011000.0,17,0.604,미사용,1,2,유지
CUST000667,2023-07-28,19.0,여성,호남,일반,35.1,736.0,519000.0,740000.0,8,0.397,미사용,0,0,유지
CUST000668,2018-01-12,38.0,여성,영남,골드,101.5,621.0,950000.0,727000.0,13,0.408,미사용,0,0,유지
CUST000669,2025-07-17,19.0,남성,강원,골드,11.4,905.0,118000.0,89000.0,10,0.435,미사용,0,1,해지
CUST000670,2018-05-31,55.0,남성,수도권,일반,97.0,545.0,637000.0,777000.0,18,0.786,미사용,0,1,유지
CUST000671,2024-11-29,51.0,여성,수도권,일반,19.0,615.0,249000.0,413000.0,16,0.513,미사용,0,1,유지
CUST000672,2018-08-24,34.0,남성,수도권,일반,94.2,698.0,601000.0,680000.0,22,0.458,미사용,0,0,유지
