일자,지점코드,지역,판매채널,영업사원수,광고비,방문고객수,평균할인율,고객만족도,매출액
2025-01-17,BR026,호남,직영점,8,2459000.0,329,0.086,4.07,41819000.0
2025-03-20,BR021,충청,대리점,6,1720000.0,300,0.177,4.37,31579000.0
2024-11-18,BR044,수도권,온라인,8,2509000.0,319,0.089,4.12,38739000.0
2025-07-04,BR028,수도권,대리점,6,6408000.0,324,0.129,4.16,47710000.0
2025-08-11,BR041,충청,대리점,4,4317000.0,311,0.137,4.96,21915000.0
2024-03-25,BR045,충청,직영점,19,2311000.0,344,0.187,4.7,40416000.0
2025-09-01,BR004,충청,대리점,4,5762000.0,278,0.096,4.14,28647000.0
2025-01-28,BR017,영남,온라인,14,3380000.0,324,0.081,4.21,31328000.0
2025-02-11,BR034,영남,대리점,14,5508000.0,299,0.043,3.75,43578000.0
2024-03-01,BR037,호남,대리점,13,728000.0,334,0.18,4.01,24346000.0
2025-02-01,BR007,수도권,직영점,18,1125000.0,318,0.129,4.25,55289000.0
2025-04-09,BR015,수도권,직영점,2,2954000.0,328,,4.53,33628000.0
2025-01-06,BR025,호남,직영점,7,2269000.0,317,0.25,4.47,27690000.0
2024-02-24,BR036,호남,직영점,5,2513000.0,304,0.125,3.55,24319000.0
2024-11-30,BR006,강원,직영점,12,3761000.0,290,0.051,4.59,31261000.0
2025-08-22,BR028,호남,온라인,13,2974000.0,280,0.101,4.06,28395000.0
2025-04-07,BR014,호남,대리점,18,4594000.0,301,0.066,3.61,32045000.0
2024-03-28,BR010,수도권,직영점,8,4511000.0,324,0.092,4.77,54357000.0
2025-09-06,BR024,충청,직영점,6,1171000.0,333,0.092,4.83,30644000.0
2025-09-05,BR019,수도권,직영점,18,277000.0,306,0.084,4.23,48212000.0
2024-04-18,BR029,영남,온라인,14,1107000.0,321,0.047,4.45,30495000.0
2025-05-27,BR015,강원,직영점,15,1046000.0,341,0.182,4.48,27519000.0
2024-09-17,BR038,수도권,온라인,10,2650000.0,323,0.123,4.8,34796000.0
2025-01-14,BR004,영남,온라인,10,2626000.0,308,0.1,4.46,30799000.0
2024-10-11,BR039,수도권,직영점,9,2169000.0,306,0.144,3.44,40985000.0
2025-05-15,BR002,수도권,대리점,15,3470000.0,289,0.131,,45912000.0
2025-09-29,BR034,수도권,온라인,5,10753000.0,314,0.122,4.63,55949000.0
2025-05-23,BR016,수도권,대리점,19,2134000.0,298,0.141,3.85,47688000.0
2025-08-19,BR018,강원,직영점,5,3040000.0,305,0.116,3.59,23234000.0
2025-08-28,BR001,충청,온라인,10,2513000.0,312,0.14,4.35,26481000.0
2024-02-27,BR032,호남,온라인,7,1602000.0,358,0.144,3.96,18059000.0
2024-06-11,BR008,영남,대리점,13,3785000.0,330,0.117,4.26,36844000.0
2025-04-06,BR030,수도권,대리점,14,2056000.0,320,0.1,4.47,43886000.0
2025-01-12,BR033,수도권,직영점,18,1341000.0,347,0.179,3.82,44502000.0
2024-02-02,BR039,호남,온라인,16,1425000.0,322,0.088,3.54,28437000.0
2024-03-01,BR032,수도권,대리점,6,,325,0.128,4.29,40766000.0
2024-11-29,BR014,호남,직영점,5,3722000.0,326,0.129,,29562000.0
2025-01-29,BR034,수도권,대리점,17,1744000.0,325,0.083,4.17,44711000.0
2024-04-17,BR038,영남,온라인,10,3431000.0,301,0.074,3.43,43152000.0
2024-04-19,BR015,호남,온라인,3,2534000.0,307,0.094,3.97,19043000.0
2024-03-23,BR006,수도권,직영점,16,3077000.0,321,0.088,4.46,48340000.0
2024-12-27,BR041,수도권,직영점,13,1569000.0,330,0.044,4.4,45601000.0
2024-01-06,BR007,강원,온라인,2,1075000.0,312,0.081,3.71,19585000.0
2025-01-01,BR027,수도권,온라인,16,2047000.0,307,0.122,3.52,43756000.0
2024-10-31,BR011,충청,대리점,12,1238000.0,314,0.167,,24639000.0
2024-10-25,BR006,충청,대리점,13,1163000.0,295,0.135,4.38,34324000.0
2025-03-10,BR035,수도권,대리점,17,769000.0,300,0.0,4.3,50792000.0
2024-11-30,BR007,호남,대리점,10,280000.0,294,0.139,3.84,23069000.0
2025-04-10,BR031,호남,직영점,10,1769000.0,304,0.085,4.25,31596000.0
2025-05-03,BR032,수도권,직영점,13,5288000.0,307,0.13,4.85,59305000.0
2025-08-11,BR003,호남,직영점,5,4453000.0,296,0.109,4.2,36686000.0
2025-05-26,BR008,수도권,온라인,4,7030000.0,341,,3.28,41424000.0
2024-11-27,BR036,수도권,직영점,17,1121000.0,307,0.105,4.2,48339000.0
2024-11-10,BR023,영남,직영점,5,3951000.0,308,0.109,,39180000.0
2024-05-30,BR006,강원,대리점,11,2303000.0,316,0.17,3.46,30777000.0
2025-01-18,BR045,수도권,직영점,6,1427000.0,349,0.109,4.11,43226000.0
2024-03-30,BR012,수도권,직영점,6,4898000.0,324,0.159,3.99,51248000.0
2025-08-18,BR001,충청,대리점,12,2320000.0,331,0.152,4.15,32276000.0
2025-06-24,BR042,호남,직영점,16,499000.0,324,0.14,4.2,34398000.0
2024-03-17,BR001,수도권,대리점,9,4422000.0,307,0.03,4.67,49344000.0
2025-05-18,BR025,충청,온라인,4,3271000.0,331,0.16,4.14,27005000.0
2024-03-15,BR045,영남,직영점,6,2759000.0,314,0.089,4.74,41521000.0
2025-04-06,BR027,수도권,온라인,4,937000.0,338,0.142,4.04,29456000.0
2024-02-26,BR027,수도권,온라인,17,,311,0.066,3.92,40584000.0
2024-11-08,BR018,수도권,온라인,7,6419000.0,293,0.057,3.77,43775000.0
2025-02-25,BR006,충청,대리점,8,3208000.0,310,0.199,3.19,25285000.0
2025-04-11,BR026,충청,대리점,3,667000.0,321,0.067,4.24,22875000.0
2024-09-24,BR041,호남,대리점,10,3379000.0,314,0.162,5.0,41642000.0
2025-08-12,BR005,영남,대리점,18,3232000.0,316,0.115,4.33,34571000.0
2025-05-10,BR040,영남,직영점,9,4169000.0,345,0.091,,47833000.0
2024-05-13,BR019,강원,온라인,13,3170000.0,341,0.108,3.89,20111000.0
2025-03-05,BR025,충청,대리점,5,1166000.0,332,0.051,3.98,26894000.0
2025-04-12,BR008,충청,온라인,4,2654000.0,319,0.109,4.59,34871000.0
2024-08-01,BR028,강원,직영점,15,,341,0.061,5.0,29573000.0
2025-04-17,BR009,수도권,직영점,3,2884000.0,310,0.092,4.84,41450000.0
2025-07-28,BR013,영남,대리점,10,5016000.0,317,0.152,4.5,37864000.0
2025-06-06,BR033,호남,대리점,7,1505000.0,297,0.121,4.12,21411000.0
2025-05-03,BR003,수도권,대리점,2,7715000.0,346,0.043,4.2,53281000.0
2025-02-10,BR021,충청,직영점,11,3364000.0,318,0.148,3.72,32379000.0
2024-06-22,BR027,수도권,직영점,19,4438000.0,345,0.11,3.38,62814000.0
2025-05-23,BR006,수도권,대리점,3,4049000.0,339,,3.54,33407000.0
2024-08-21,BR014,충청,직영점,16,3271000.0,312,,4.12,31179000.0
2024-12-06,BR016,수도권,온라인,11,3694000.0,345,0.102,3.95,39147000.0
2024-07-20,BR030,호남,직영점,15,41000.0,319,0.058,3.37,25835000.0
2024-07-19,BR044,호남,직영점,3,4044000.0,338,0.193,4.08,35513000.0
2024-04-10,BR038,호남,직영점,17,1244000.0,308,0.109,3.94,28843000.0
2025-09-07,BR009,수도권,대리점,2,2422000.0,296,0.106,3.51,28237000.0
2024-04-04,BR001,수도권,대리점,18,3255000.0,323,0.092,3.91,51933000.0
2024-02-25,BR003,수도권,대리점,13,5164000.0,296,0.163,3.94,44369000.0
2025-08-22,BR027,수도권,온라인,8,1244000.0,320,0.086,3.79,26363000.0
2024-12-21,BR008,강원,직영점,2,1803000.0,322,0.04,4.56,33739000.0
2024-10-07,BR011,충청,대리점,12,1994000.0,299,0.079,3.15,24789000.0
2025-04-16,BR039,수도권,직영점,3,2908000.0,342,0.17,3.11,36441000.0
2024-09-02,BR040,호남,직영점,12,2088000.0,327,0.147,4.1,32095000.0
2024-03-22,BR038,충청,대리점,15,3705000.0,340,0.099,4.15,38576000.0
2025-04-11,BR012,수도권,직영점,6,520000.0,340,0.172,4.3,39424000.0
2024-04-22,BR028,수도권,대리점,6,2284000.0,317,0.144,3.83,32181000.0
2024-12-19,BR028,영남,대리점,5,6826000.0,314,0.098,3.64,36139000.0
2025-08-30,BR009,호남,대리점,6,2092000.0,297,0.103,4.1,24747000.0
2025-08-22,BR025,수도권,대리점,4,3372000.0,314,0.125,3.88,40224000.0
2024-08-18,BR024,호남,대리점,6,4652000.0,308,0.073,4.88,27028000.0
2025-05-14,BR018,호남,직영점,13,3297000.0,324,0.11,3.94,44945000.0
2025-01-27,BR034,호남,직영점,7,8154000.0,322,0.124,4.07,37499000.0
2024-11-02,BR031,수도권,직영점,16,2699000.0,337,0.034,5.0,60408000.0
2024-03-30,BR024,수도권,대리점,16,3831000.0,387,0.101,4.0,46555000.0
2024-08-28,BR033,호남,온라인,15,2993000.0,325,0.096,4.38,24096000.0
2025-02-21,BR035,수도권,직영점,11,5962000.0,311,0.156,4.42,52400000.0
2025-09-23,BR026,영남,대리점,7,1871000.0,313,0.027,4.47,29811000.0
2024-01-04,BR013,호남,온라인,18,8571000.0,293,0.093,,36123000.0
2025-04-04,BR035,수도권,온라인,5,1535000.0,321,0.088,4.2,27820000.0
2025-06-25,BR033,호남,대리점,10,7244000.0,330,0.153,,38234000.0
2025-08-31,BR045,강원,대리점,10,1126000.0,308,0.108,3.81,18895000.0
2024-09-28,BR007,영남,대리점,15,3914000.0,349,0.191,4.26,34730000.0
2024-03-16,BR019,충청,온라인,11,2534000.0,289,0.14,5.0,25411000.0
2024-06-22,BR042,호남,직영점,16,4589000.0,345,0.092,4.71,47474000.0
2025-06-28,BR024,충청,온라인,18,3429000.0,306,0.121,4.25,32496000.0
2025-07-15,BR043,영남,직영점,9,4426000.0,325,0.094,4.53,43502000.0
2025-02-11,BR001,호남,온라인,17,1093000.0,329,0.149,3.67,19802000.0
2024-03-19,BR002,영남,직영점,5,617000.0,327,0.05,3.97,28397000.0
2024-03-19,BR036,수도권,직영점,18,946000.0,319,0.073,4.57,49156000.0
2024-11-02,BR017,수도권,직영점,5,925000.0,314,0.131,4.84,45485000.0
2025-01-11,BR024,수도권,대리점,17,1082000.0,324,0.165,3.71,43674000.0
2024-01-21,BR020,충청,직영점,9,1618000.0,314,0.011,3.86,30849000.0
2025-03-15,BR019,충청,직영점,19,1607000.0,322,0.172,5.0,36695000.0
2024-12-14,BR043,영남,대리점,4,2577000.0,332,0.104,4.15,27051000.0
2024-01-08,BR005,충청,대리점,10,1319000.0,314,0.025,5.0,28076000.0
2024-03-02,BR035,호남,온라인,18,1406000.0,284,0.0,4.2,32118000.0
2024-10-17,BR041,호남,온라인,2,2187000.0,320,0.041,4.22,21444000.0
2025-04-07,BR030,수도권,대리점,6,5007000.0,332,0.109,3.95,52336000.0
2025-06-12,BR018,영남,직영점,3,1847000.0,341,0.107,4.57,39177000.0
2024-10-03,BR008,영남,직영점,7,2456000.0,311,0.138,4.78,42488000.0
2024-07-08,BR031,충청,온라인,9,2751000.0,324,0.085,3.58,28757000.0
2025-09-11,BR022,수도권,직영점,13,1191000.0,323,0.06,3.92,47311000.0
2024-10-20,BR007,호남,대리점,6,1986000.0,302,0.091,4.56,29260000.0
2024-07-20,BR017,강원,온라인,4,1497000.0,299,0.112,4.04,15934000.0
2024-10-10,BR044,영남,온라인,5,4700000.0,329,0.12,3.85,36613000.0
2024-01-08,BR012,호남,대리점,18,4449000.0,314,0.074,4.6,39991000.0
2024-07-12,BR009,강원,대리점,19,1379000.0,335,0.151,4.65,28852000.0
2024-11-25,BR031,수도권,대리점,5,2422000.0,360,,3.88,39252000.0
2025-08-10,BR009,영남,온라인,5,3833000.0,336,0.071,4.21,37809000.0
2025-04-17,BR042,충청,직영점,2,3176000.0,308,0.086,3.5,23181000.0
2025-05-15,BR039,강원,직영점,19,3414000.0,294,0.158,3.65,39993000.0
2024-12-14,BR045,수도권,대리점,14,1197000.0,302,0.104,4.16,41153000.0
2024-03-11,BR042,충청,직영점,15,7076000.0,302,0.079,4.12,40780000.0
2024-09-07,BR011,호남,대리점,7,1593000.0,355,0.152,3.62,21391000.0
2025-09-30,BR010,수도권,직영점,13,1558000.0,323,0.206,3.74,36347000.0
2024-01-29,BR016,호남,온라인,3,847000.0,342,0.119,3.57,21731000.0
2025-07-16,BR022,충청,온라인,14,2258000.0,333,0.166,4.33,23025000.0
2025-03-14,BR040,강원,대리점,12,5355000.0,326,0.157,3.12,27536000.0
2024-06-30,BR034,호남,온라인,7,3154000.0,300,0.083,3.59,29036000.0
2025-05-12,BR029,수도권,직영점,14,2389000.0,346,0.111,3.17,46638000.0
2025-06-19,BR040,호남,대리점,13,4237000.0,311,0.052,4.31,33903000.0
2024-01-28,BR030,수도권,직영점,9,5269000.0,289,0.101,3.2,45037000.0
2024-03-09,BR018,영남,온라인,5,4442000.0,316,0.082,4.12,28969000.0
2025-03-02,BR019,영남,온라인,2,453000.0,313,0.092,4.92,34450000.0
2025-10-01,BR024,호남,온라인,18,4261000.0,315,0.076,4.94,37209000.0
2024-01-16,BR004,수도권,온라인,7,3507000.0,311,0.097,3.2,33343000.0
2025-03-02,BR034,수도권,온라인,7,1354000.0,311,0.134,4.25,28873000.0
2024-03-28,BR030,영남,직영점,14,3517000.0,295,0.105,3.61,42517000.0
2025-02-20,BR033,영남,온라인,6,5362000.0,348,0.026,3.5,34207000.0
2025-02-02,BR025,충청,대리점,8,1649000.0,311,0.076,4.04,26189000.0
2024-02-27,BR036,수도권,대리점,14,4652000.0,312,0.042,,55635000.0
2025-03-11,BR043,수도권,대리점,12,,323,0.121,4.4,41164000.0
2025-07-28,BR026,호남,직영점,13,94000.0,323,0.133,3.74,25747000.0
2025-07-06,BR020,수도권,직영점,2,2517000.0,312,0.122,4.45,41818000.0
2024-01-19,BR005,충청,직영점,10,,320,0.075,2.98,29311000.0
2024-06-06,BR036,강원,직영점,10,,311,0.121,3.72,29510000.0
2024-06-03,BR041,수도권,대리점,13,3285000.0,294,0.089,3.69,44732000.0
2024-10-17,BR032,영남,온라인,4,2326000.0,328,0.059,4.14,19884000.0
2024-04-01,BR039,수도권,대리점,4,9674000.0,364,0.143,4.0,52286000.0
2025-06-30,BR039,호남,대리점,15,1939000.0,307,0.147,4.03,22627000.0
2025-05-12,BR036,영남,대리점,14,1386000.0,327,0.153,4.01,36337000.0
2025-06-01,BR023,호남,대리점,16,4498000.0,310,0.083,4.11,34980000.0
2024-05-06,BR005,수도권,직영점,6,2129000.0,304,0.163,4.37,48724000.0
2024-01-10,BR001,영남,온라인,19,2418000.0,296,0.088,4.17,39973000.0
2025-08-05,BR010,호남,직영점,6,2270000.0,359,0.139,3.96,25440000.0
2024-07-03,BR020,수도권,대리점,13,4335000.0,321,0.087,4.3,40944000.0
2025-02-24,BR034,수도권,온라인,4,1075000.0,310,0.1,4.51,27161000.0
2025-08-05,BR021,수도권,대리점,18,4646000.0,338,0.001,3.82,51649000.0
2024-01-24,BR002,강원,온라인,7,3704000.0,313,0.096,4.07,29434000.0
2024-01-04,BR010,영남,직영점,16,7730000.0,325,0.114,4.68,55871000.0
2024-01-04,BR045,영남,온라인,7,2948000.0,333,0.092,3.55,32438000.0
2024-04-10,BR045,영남,대리점,16,1144000.0,345,0.189,5.0,34530000.0
2024-02-03,BR017,영남,온라인,10,2971000.0,328,,3.43,30212000.0
2025-06-08,BR037,충청,대리점,3,3233000.0,325,0.085,3.93,27096000.0
2025-01-22,BR033,충청,온라인,5,5664000.0,336,0.069,3.62,33111000.0
2025-09-19,BR042,영남,온라인,14,1141000.0,320,0.085,5.0,33796000.0
2025-05-27,BR040,수도권,대리점,5,668000.0,300,0.156,3.85,25984000.0
2025-09-08,BR029,호남,온라인,6,3015000.0,349,0.177,3.85,29486000.0
2024-06-01,BR018,호남,대리점,11,7944000.0,332,0.078,3.91,37286000.0
2024-07-03,BR029,수도권,대리점,6,4074000.0,330,0.077,4.15,41279000.0
2025-06-27,BR015,영남,온라인,4,4233000.0,331,0.058,3.94,18393000.0
2024-06-05,BR016,수도권,직영점,13,827000.0,323,0.169,4.03,46523000.0
2024-02-06,BR028,강원,대리점,14,2674000.0,308,0.16,2.34,23283000.0
2025-03-04,BR026,호남,직영점,15,5734000.0,320,0.105,4.13,42939000.0
2025-05-27,BR027,강원,직영점,18,3259000.0,325,0.047,4.11,33933000.0
2025-09-11,BR018,수도권,온라인,4,623000.0,335,0.051,4.62,29497000.0
2025-08-16,BR019,수도권,직영점,9,2636000.0,331,0.118,4.75,47451000.0
2024-03-17,BR001,수도권,직영점,6,3885000.0,346,0.135,4.01,48784000.0
2025-05-09,BR028,수도권,직영점,18,2434000.0,372,0.017,4.51,64833000.0
2025-06-25,BR026,수도권,대리점,11,1265000.0,327,0.096,3.55,38037000.0
2025-03-22,BR043,수도권,온라인,3,4589000.0,319,0.183,4.48,37764000.0
2025-06-08,BR023,강원,온라인,14,1880000.0,322,0.1,3.81,22157000.0
2025-06-20,BR022,수도권,직영점,2,3476000.0,349,0.177,3.51,36678000.0
2024-10-12,BR004,수도권,대리점,6,2586000.0,301,0.139,4.01,37338000.0
2024-01-26,BR009,호남,대리점,14,1826000.0,315,0.061,4.8,26950000.0
2024-10-18,BR016,영남,대리점,11,8512000.0,323,0.097,4.19,46999000.0
2024-05-09,BR017,호남,대리점,15,1670000.0,301,0.104,4.85,25244000.0
2024-03-13,BR017,영남,직영점,12,2744000.0,323,0.067,3.73,37541000.0
2024-03-20,BR018,호남,대리점,17,2580000.0,313,0.066,,26610000.0
2025-03-22,BR035,영남,대리점,12,2962000.0,361,0.178,3.77,33638000.0
2024-11-18,BR006,충청,대리점,3,8114000.0,303,0.066,4.21,42216000.0
2024-12-11,BR015,영남,대리점,3,3889000.0,371,,4.21,31017000.0
2025-04-21,BR008,충청,온라인,15,1812000.0,335,0.09,4.43,31981000.0
2024-12-16,BR014,수도권,대리점,2,6553000.0,327,0.109,4.23,54026000.0
2025-02-07,BR031,충청,직영점,8,4348000.0,282,0.135,3.73,35590000.0
2024-02-25,BR003,수도권,온라인,2,1840000.0,283,0.083,4.54,27059000.0
2025-06-28,BR016,호남,온라인,7,5919000.0,307,,4.97,26371000.0
2024-10-14,BR002,수도권,직영점,12,818000.0,321,0.018,,48587000.0
2024-04-09,BR043,수도권,대리점,5,1036000.0,340,0.13,3.18,28958000.0
2025-06-04,BR033,수도권,직영점,10,582000.0,314,0.0,,45806000.0
2025-04-15,BR011,호남,대리점,19,344000.0,333,0.1,3.93,35315000.0
2024-02-03,BR009,수도권,직영점,3,5648000.0,347,0.148,4.03,52186000.0
2024-05-03,BR005,영남,대리점,3,2989000.0,321,0.138,4.38,22838000.0
2024-01-11,BR022,호남,직영점,6,639000.0,318,0.052,3.87,25097000.0
2024-06-22,BR034,수도권,대리점,16,2532000.0,281,0.057,3.97,45262000.0
2024-03-04,BR027,호남,온라인,9,4747000.0,321,0.079,4.05,31108000.0
2025-03-30,BR040,수도권,직영점,13,1441000.0,386,0.118,4.83,56681000.0
2024-11-30,BR016,수도권,온라인,2,2046000.0,332,0.019,,44365000.0
2025-09-19,BR013,영남,온라인,15,8767000.0,260,0.109,,38517000.0
2025-04-24,BR022,호남,온라인,3,2190000.0,319,0.124,3.5,18421000.0
2025-01-26,BR010,수도권,직영점,14,693000.0,321,0.097,4.17,50367000.0
2024-11-21,BR044,영남,온라인,4,1726000.0,306,0.134,3.54,20237000.0
2024-02-04,BR009,수도권,직영점,17,595000.0,347,0.12,3.32,47372000.0
2024-02-14,BR022,영남,직영점,7,4106000.0,305,0.086,4.42,39429000.0
2025-01-29,BR024,영남,온라인,5,1277000.0,296,0.023,4.44,16375000.0
